Id_hecho,VICTIMA,SEXO,EDAD,GRAVEDAD
LC-2021-0627362,SIN DATO,FEMENINO,19,SIN DATO
LC-2021-0627407,MOTO,MASCULINO,43,SIN DATO
LC-2021-0629589,MOTO,FEMENINO,44,SIN DATO
LC-2021-0630599,MOTO,MASCULINO,27,SIN DATO
LC-2021-0633636,SIN DATO,FEMENINO,47,SIN DATO
LC-2021-0642900,PEATON,MASCULINO,45,SIN DATO
LC-2021-0645111,SIN DATO,FEMENINO,48,SIN DATO
LC-2021-0645111,SIN DATO,FEMENINO,45,SIN DATO
LC-2021-0645111,SIN DATO,FEMENINO,32,SIN DATO
LC-2021-0645111,SIN DATO,MASCULINO,22,SIN DATO
LC-2021-0645111,SIN DATO,FEMENINO,28,SIN DATO
LC-2021-0645111,SIN DATO,FEMENINO,64,SIN DATO
LC-2021-0651666,SIN DATO,MASCULINO,42,SIN DATO
LC-2021-0022312,MOTO,FEMENINO,27,SIN DATO
LC-2021-0042731,SIN DATO,MASCULINO,57,SIN DATO
LC-2021-0043638,AUTO,MASCULINO,34,SIN DATO
LC-2021-0058179,CICLISTA,FEMENINO,19,SIN DATO
LC-2021-0066451,AUTO,FEMENINO,41,SIN DATO
LC-2021-0091688,PEATON,MASCULINO,37,SIN DATO
LC-2021-0091707,TAXI,FEMENINO,40,SIN DATO
LC-2021-0098980,MOTO,FEMENINO,31,SIN DATO
LC-2021-0116634,MOTO,MASCULINO,21,SIN DATO
LC-2021-0123175,PEATON,FEMENINO,52,SIN DATO
LC-2021-0159229,CICLISTA,MASCULINO,27,SIN DATO
LC-2021-0160369,AUTO,MASCULINO,63,SIN DATO
LC-2021-0160369,AUTO,FEMENINO,18,SIN DATO
LC-2021-0163276,CICLISTA,MASCULINO,40,SIN DATO
LC-2021-0167257,MOTO,MASCULINO,43,SIN DATO
LC-2021-0175157,SIN DATO,MASCULINO,43,SIN DATO
LC-2021-0183197,MOTO,MASCULINO,22,SIN DATO
LC-2021-0199089,CICLISTA,FEMENINO,49,SIN DATO
LC-2021-0203225,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0206055,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0209423,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0217665,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0222467,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0247236,MOTO,MASCULINO,41,SIN DATO
LC-2021-0266154,PEATON,MASCULINO,53,SIN DATO
LC-2021-0268116,MOTO,MASCULINO,37,SIN DATO
LC-2021-0320693,PEATON,MASCULINO,25,SIN DATO
LC-2021-0346927,SIN DATO,MASCULINO,27,SIN DATO
LC-2021-0404959,AUTO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0404959,AUTO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0404959,AUTO,FEMENINO,48,SIN DATO
LC-2021-0421968,PEATON,MASCULINO,62,SIN DATO
LC-2021-0421968,PEATON,MASCULINO,43,SIN DATO
LC-2021-0432935,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0454000,TRANSPORTE PUBLICO,FEMENINO,51,SIN DATO
LC-2021-0473032,PEATON,MASCULINO,33,SIN DATO
LC-2021-0480539,TRANSPORTE PUBLICO,FEMENINO,31,SIN DATO
LC-2021-0491397,TRANSPORTE PUBLICO,MASCULINO,38,SIN DATO
LC-2021-0493867,PEATON,MASCULINO,31,SIN DATO
LC-2021-0499188,MOTO,MASCULINO,47,SIN DATO
LC-2021-0519509,SIN DATO,MASCULINO,41,SIN DATO
LC-2021-0519963,SIN DATO,MASCULINO,72,SIN DATO
LC-2021-0522946,MOVIL,MASCULINO,33,SIN DATO
LC-2021-0528107,PEATON,FEMENINO,39,SIN DATO
LC-2021-0531433,PEATON,MASCULINO,37,SIN DATO
LC-2021-0531839,MOTO,MASCULINO,29,SIN DATO
LC-2021-0536279,CICLISTA,FEMENINO,26,SIN DATO
LC-2021-0538062,SIN DATO,FEMENINO,61,SIN DATO
LC-2021-0549226,AUTO,FEMENINO,37,SIN DATO
LC-2021-0549226,AUTO,MASCULINO,13,SIN DATO
LC-2021-0564225,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0569971,TRANSPORTE PUBLICO,FEMENINO,46,SIN DATO
LC-2021-0578553,MOTO,MASCULINO,37,SIN DATO
LC-2021-0579296,CICLISTA,MASCULINO,38,SIN DATO
LC-2021-0585734,CICLISTA,MASCULINO,30,SIN DATO
LC-2021-0585956,TRANSPORTE PUBLICO,FEMENINO,47,SIN DATO
LC-2021-0586893,CICLISTA,MASCULINO,29,SIN DATO
LC-2021-0593180,AUTO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0601833,TRANSPORTE PUBLICO,MASCULINO,21,SIN DATO
LC-2021-0621344,SIN DATO,FEMENINO,58,SIN DATO
LC-2021-0628882,SIN DATO,MASCULINO,20,GRAVE
LC-2021-0628882,SIN DATO,MASCULINO,42,SIN DATO
LC-2021-0628882,SIN DATO,FEMENINO,41,SIN DATO
LC-2021-0630030,PEATON,FEMENINO,74,SIN DATO
LC-2021-0633817,MOTO,MASCULINO,31,SIN DATO
LC-2021-0638521,SIN DATO,MASCULINO,65,SIN DATO
LC-2021-0647187,SIN DATO,FEMENINO,46,SIN DATO
LC-2021-0651804,SIN DATO,FEMENINO,26,SIN DATO
LC-2021-0016261,TRANSPORTE PUBLICO,MASCULINO,68,SIN DATO
LC-2021-0118214,TRANSPORTE PUBLICO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0143842,PEATON,MASCULINO,44,SIN DATO
LC-2021-0145336,SIN DATO,MASCULINO,46,SIN DATO
LC-2021-0161058,PEATON,FEMENINO,62,SIN DATO
LC-2021-0163637,SIN DATO,MASCULINO,22,GRAVE
LC-2021-0182185,PEATON,FEMENINO,28,SIN DATO
LC-2021-0197336,CICLISTA,MASCULINO,25,SIN DATO
LC-2021-0223335,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0324409,PEATON,MASCULINO,41,SIN DATO
LC-2021-0334954,PEATON,MASCULINO,65,SIN DATO
LC-2021-0374526,SIN DATO,MASCULINO,54,SIN DATO
LC-2021-0417820,AUTO,FEMENINO,35,SIN DATO
LC-2021-0443107,SIN DATO,MASCULINO,40,SIN DATO
LC-2021-0444365,SIN DATO,MASCULINO,49,SIN DATO
LC-2021-0493737,CICLISTA,MASCULINO,30,SIN DATO
LC-2021-0509852,MOTO,MASCULINO,54,SIN DATO
LC-2021-0522971,SIN DATO,FEMENINO,51,SIN DATO
LC-2021-0532329,SIN DATO,FEMENINO,25,SIN DATO
LC-2021-0533195,SIN DATO,MASCULINO,58,SIN DATO
LC-2021-0543402,CICLISTA,MASCULINO,38,SIN DATO
LC-2021-0611098,SIN DATO,MASCULINO,29,SIN DATO
LC-2021-0621975,MOTO,MASCULINO,47,SIN DATO
LC-2021-0626907,MOTO,MASCULINO,26,SIN DATO
LC-2021-0640102,SIN DATO,MASCULINO,48,SIN DATO
LC-2021-0640887,SIN DATO,MASCULINO,56,SIN DATO
LC-2021-0648663,SIN DATO,MASCULINO,47,SIN DATO
LC-2021-0652018,SIN DATO,MASCULINO,45,SIN DATO
LC-2021-0004758,PEATON,FEMENINO,SIN DATO,GRAVE
LC-2021-0019094,CICLISTA,MASCULINO,32,SIN DATO
LC-2021-0034080,MOTO,MASCULINO,30,SIN DATO
LC-2021-0045292,TAXI,SIN DATO,SIN DATO,SIN DATO
LC-2021-0045292,TAXI,SIN DATO,SIN DATO,SIN DATO
LC-2021-0069825,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0071380,MOTO,MASCULINO,28,SIN DATO
LC-2021-0111808,CICLISTA,MASCULINO,62,SIN DATO
LC-2021-0111808,CICLISTA,MASCULINO,39,SIN DATO
LC-2021-0147162,CICLISTA,MASCULINO,26,SIN DATO
LC-2021-0336851,MOTO,MASCULINO,57,SIN DATO
LC-2021-0406158,AUTO,FEMENINO,42,SIN DATO
LC-2021-0452466,CICLISTA,FEMENINO,42,SIN DATO
LC-2021-0459132,CICLISTA,MASCULINO,22,SIN DATO
LC-2021-0459224,MOTO,MASCULINO,22,SIN DATO
LC-2021-0477420,CICLISTA,FEMENINO,24,SIN DATO
LC-2021-0479363,PEATON,FEMENINO,21,SIN DATO
LC-2021-0483633,MOVIL,MASCULINO,27,SIN DATO
LC-2021-0581912,CICLISTA,FEMENINO,6,SIN DATO
LC-2021-0592117,CICLISTA,MASCULINO,24,SIN DATO
LC-2021-0032805,MOTO,MASCULINO,49,SIN DATO
LC-2021-0261256,MONOPATIN,MASCULINO,26,SIN DATO
LC-2021-0304252,CICLISTA,FEMENINO,33,SIN DATO
LC-2021-0336112,MOTO,MASCULINO,33,SIN DATO
LC-2021-0339579,TRANSPORTE PUBLICO,FEMENINO,25,SIN DATO
LC-2021-0348033,MOVIL,MASCULINO,50,SIN DATO
LC-2021-0348033,MOVIL,FEMENINO,69,SIN DATO
LC-2021-0434240,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0438449,SIN DATO,MASCULINO,26,SIN DATO
LC-2021-0438449,SIN DATO,MASCULINO,50,SIN DATO
LC-2021-0438449,SIN DATO,MASCULINO,40,SIN DATO
LC-2021-0445603,SIN DATO,FEMENINO,60,SIN DATO
LC-2021-0507533,AUTO,MASCULINO,66,SIN DATO
LC-2021-0512090,PEATON,FEMENINO,SIN DATO,SIN DATO
LC-2021-0514543,PEATON,FEMENINO,36,SIN DATO
LC-2021-0518086,SIN DATO,MASCULINO,35,SIN DATO
LC-2021-0544407,PEATON,FEMENINO,71,SIN DATO
LC-2021-0591634,PEATON,FEMENINO,65,SIN DATO
LC-2021-0598650,MOTO,MASCULINO,37,SIN DATO
LC-2021-0611131,AUTO,MASCULINO,23,SIN DATO
LC-2021-0648855,SIN DATO,MASCULINO,50,SIN DATO
LC-2021-0111077,TRANSPORTE PUBLICO,MASCULINO,27,SIN DATO
LC-2021-0113872,AUTO,MASCULINO,30,SIN DATO
LC-2021-0132154,TRANSPORTE PUBLICO,FEMENINO,68,SIN DATO
LC-2021-0132154,TRANSPORTE PUBLICO,FEMENINO,58,SIN DATO
LC-2021-0168131,TAXI,MASCULINO,30,SIN DATO
LC-2021-0176151,CICLISTA,MASCULINO,32,SIN DATO
LC-2021-0176275,MOVIL,MASCULINO,34,SIN DATO
LC-2021-0176275,MOVIL,MASCULINO,25,SIN DATO
LC-2021-0195225,PEATON,MASCULINO,23,SIN DATO
LC-2021-0218201,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0218940,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0225858,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0229667,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0230529,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0231727,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0251182,MOTO,MASCULINO,34,SIN DATO
LC-2021-0265418,CICLISTA,MASCULINO,34,SIN DATO
LC-2021-0272980,MOTO,FEMENINO,31,SIN DATO
LC-2021-0279231,CICLISTA,MASCULINO,17,SIN DATO
LC-2021-0280871,PEATON,FEMENINO,41,SIN DATO
LC-2021-0285571,MOTO,MASCULINO,42,SIN DATO
LC-2021-0286307,PEATON,MASCULINO,37,SIN DATO
LC-2021-0288939,CICLISTA,MASCULINO,54,SIN DATO
LC-2021-0304156,PEATON,MASCULINO,55,SIN DATO
LC-2021-0305414,TRANSPORTE PUBLICO,MASCULINO,46,SIN DATO
LC-2021-0332184,PEATON,FEMENINO,61,SIN DATO
LC-2021-0336019,PEATON,MASCULINO,46,SIN DATO
LC-2021-0337967,AUTO,FEMENINO,39,SIN DATO
LC-2021-0342088,PEATON,FEMENINO,25,SIN DATO
LC-2021-0345477,AUTO,MASCULINO,26,SIN DATO
LC-2021-0386734,SIN DATO,MASCULINO,50,SIN DATO
LC-2021-0401829,CICLISTA,MASCULINO,46,SIN DATO
LC-2021-0409228,TRANSPORTE PUBLICO,FEMENINO,76,SIN DATO
LC-2021-0436013,SIN DATO,MASCULINO,43,SIN DATO
LC-2021-0441543,SIN DATO,FEMENINO,67,SIN DATO
LC-2021-0444548,SIN DATO,MASCULINO,29,SIN DATO
LC-2021-0449509,SIN DATO,MASCULINO,43,SIN DATO
LC-2021-0456658,SIN DATO,MASCULINO,43,SIN DATO
LC-2021-0456754,SIN DATO,FEMENINO,46,SIN DATO
LC-2021-0461372,SIN DATO,MASCULINO,39,SIN DATO
LC-2021-0463047,SIN DATO,MASCULINO,20,SIN DATO
LC-2021-0464120,SIN DATO,MASCULINO,34,SIN DATO
LC-2021-0464120,SIN DATO,MASCULINO,25,SIN DATO
LC-2021-0465471,SIN DATO,FEMENINO,65,SIN DATO
LC-2021-0469463,SIN DATO,MASCULINO,54,SIN DATO
LC-2021-0475148,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0477209,SIN DATO,MASCULINO,25,SIN DATO
LC-2021-0480456,SIN DATO,MASCULINO,55,SIN DATO
LC-2021-0504105,SIN DATO,MASCULINO,19,SIN DATO
LC-2021-0510036,SIN DATO,FEMENINO,16,SIN DATO
LC-2021-0514022,SIN DATO,MASCULINO,44,SIN DATO
LC-2021-0518159,SIN DATO,FEMENINO,25,SIN DATO
LC-2021-0518797,SIN DATO,FEMENINO,41,SIN DATO
LC-2021-0531798,SIN DATO,MASCULINO,44,SIN DATO
LC-2021-0532922,SIN DATO,MASCULINO,26,SIN DATO
LC-2021-0541234,SIN DATO,MASCULINO,29,SIN DATO
LC-2021-0548671,CICLISTA,MASCULINO,28,SIN DATO
LC-2021-0581557,SIN DATO,FEMENINO,74,SIN DATO
LC-2021-0584661,MOTO,MASCULINO,26,SIN DATO
LC-2021-0592739,AUTO,FEMENINO,12,SIN DATO
LC-2021-0598993,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2021-0599042,MOTO,MASCULINO,47,SIN DATO
LC-2021-0604251,SIN DATO,MASCULINO,44,SIN DATO
LC-2021-0608911,SIN DATO,FEMENINO,35,SIN DATO
LC-2021-0609265,TRANSPORTE PUBLICO,FEMENINO,59,SIN DATO
LC-2021-0609265,TRANSPORTE PUBLICO,FEMENINO,42,SIN DATO
LC-2021-0610019,SIN DATO,FEMENINO,73,SIN DATO
LC-2021-0610076,MOTO,MASCULINO,42,SIN DATO
LC-2021-0610821,PEATON,MASCULINO,63,SIN DATO
LC-2021-0621400,SIN DATO,FEMENINO,55,SIN DATO
LC-2021-0629062,SIN DATO,FEMENINO,25,SIN DATO
LC-2021-0638781,MOTO,MASCULINO,37,SIN DATO
LC-2021-0641623,MOTO,MASCULINO,29,SIN DATO
LC-2021-0650267,SIN DATO,MASCULINO,59,SIN DATO
LC-2021-0651058,SIN DATO,MASCULINO,22,SIN DATO
LC-2021-0651839,SIN DATO,FEMENINO,19,SIN DATO
LC-2021-0063757,AUTO,MASCULINO,53,SIN DATO
LC-2021-0142637,MOTO,MASCULINO,34,SIN DATO
LC-2021-0190420,PEATON,MASCULINO,37,SIN DATO
LC-2021-0270429,CICLISTA,MASCULINO,23,SIN DATO
LC-2021-0301082,CICLISTA,MASCULINO,21,SIN DATO
LC-2021-0343401,MOTO,MASCULINO,24,SIN DATO
LC-2021-0384549,PEATON,MASCULINO,57,SIN DATO
LC-2021-0402751,PEATON,MASCULINO,46,SIN DATO
LC-2021-0430126,UTILITARIO,MASCULINO,63,SIN DATO
LC-2021-0475545,MOTO,MASCULINO,28,SIN DATO
LC-2021-0475551,MOTO,MASCULINO,31,SIN DATO
LC-2021-0475551,MOTO,MASCULINO,31,SIN DATO
LC-2021-0492194,MOTO,MASCULINO,21,SIN DATO
LC-2021-0496748,TRANSPORTE PUBLICO,MASCULINO,70,SIN DATO
LC-2021-0554130,PEATON,MASCULINO,34,SIN DATO
LC-2021-0565508,TRANSPORTE PUBLICO,MASCULINO,58,SIN DATO
LC-2021-0572971,SIN DATO,MASCULINO,62,GRAVE
LC-2021-0574085,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0574085,MOTO,MASCULINO,34,SIN DATO
LC-2021-0574284,TRANSPORTE PUBLICO,FEMENINO,49,SIN DATO
LC-2021-0574372,MOTO,MASCULINO,38,SIN DATO
LC-2021-0576043,CICLISTA,MASCULINO,17,SIN DATO
LC-2021-0579679,CICLISTA,FEMENINO,34,SIN DATO
LC-2021-0582098,PEATON,SIN DATO,SIN DATO,SIN DATO
LC-2021-0586434,MOTO,MASCULINO,37,SIN DATO
LC-2021-0626354,MOTO,FEMENINO,31,SIN DATO
LC-2021-0648408,SIN DATO,MASCULINO,21,GRAVE
LC-2021-0648408,SIN DATO,MASCULINO,23,SIN DATO
LC-2021-0002791,PEATON,MASCULINO,25,SIN DATO
LC-2021-0005409,PEATON,FEMENINO,56,SIN DATO
LC-2021-0019112,MOTO,MASCULINO,23,SIN DATO
LC-2021-0028255,MOTO,MASCULINO,35,GRAVE
LC-2021-0034041,SIN DATO,FEMENINO,45,SIN DATO
LC-2021-0039608,CICLISTA,FEMENINO,39,SIN DATO
LC-2021-0040014,MOTO,MASCULINO,29,SIN DATO
LC-2021-0042098,MOTO,MASCULINO,50,SIN DATO
LC-2021-0052645,MOTO,MASCULINO,43,SIN DATO
LC-2021-0062844,CICLISTA,MASCULINO,26,SIN DATO
LC-2021-0063116,PEATON,FEMENINO,32,SIN DATO
LC-2021-0080018,PEATON,MASCULINO,24,SIN DATO
LC-2021-0092931,CICLISTA,MASCULINO,14,SIN DATO
LC-2021-0101107,MOTO,MASCULINO,26,SIN DATO
LC-2021-0101107,MOTO,FEMENINO,25,SIN DATO
LC-2021-0110844,PEATON,MASCULINO,53,SIN DATO
LC-2021-0111485,MOTO,MASCULINO,49,SIN DATO
LC-2021-0116015,PEATON,FEMENINO,62,SIN DATO
LC-2021-0122748,MOTO,MASCULINO,44,SIN DATO
LC-2021-0123553,TAXI,MASCULINO,38,SIN DATO
LC-2021-0126909,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0134359,MOTO,MASCULINO,34,SIN DATO
LC-2021-0143548,CICLISTA,MASCULINO,34,SIN DATO
LC-2021-0159619,CICLISTA,MASCULINO,28,SIN DATO
LC-2021-0159672,CICLISTA,FEMENINO,48,SIN DATO
LC-2021-0167098,MOTO,MASCULINO,21,SIN DATO
LC-2021-0177157,CICLISTA,FEMENINO,35,SIN DATO
LC-2021-0183988,CICLISTA,MASCULINO,42,SIN DATO
LC-2021-0186758,MOTO,MASCULINO,43,SIN DATO
LC-2021-0228671,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0246685,MOTO,MASCULINO,31,SIN DATO
LC-2021-0265367,PEATON,FEMENINO,52,SIN DATO
LC-2021-0268626,TRANSPORTE PUBLICO,FEMENINO,44,SIN DATO
LC-2021-0270943,PEATON,FEMENINO,46,SIN DATO
LC-2021-0285740,SIN DATO,MASCULINO,46,SIN DATO
LC-2021-0297340,MOTO,MASCULINO,41,SIN DATO
LC-2021-0300104,MOTO,MASCULINO,22,SIN DATO
LC-2021-0302462,MOTO,MASCULINO,32,SIN DATO
LC-2021-0317935,SIN DATO,MASCULINO,57,SIN DATO
LC-2021-0325426,PEATON,MASCULINO,47,SIN DATO
LC-2021-0325426,PEATON,FEMENINO,21,SIN DATO
LC-2021-0328383,MOTO,MASCULINO,33,SIN DATO
LC-2021-0337974,SIN DATO,MASCULINO,12,SIN DATO
LC-2021-0340387,MOTO,MASCULINO,26,SIN DATO
LC-2021-0344071,MOTO,MASCULINO,18,SIN DATO
LC-2021-0349217,MOTO,MASCULINO,23,GRAVE
LC-2021-0366911,SIN DATO,MASCULINO,48,SIN DATO
LC-2021-0385552,SIN DATO,MASCULINO,41,SIN DATO
LC-2021-0390438,SIN DATO,MASCULINO,70,SIN DATO
LC-2021-0391512,SIN DATO,FEMENINO,81,SIN DATO
LC-2021-0396895,SIN DATO,MASCULINO,36,SIN DATO
LC-2021-0398354,SIN DATO,FEMENINO,85,SIN DATO
LC-2021-0413321,SIN DATO,MASCULINO,28,SIN DATO
LC-2021-0416669,MOTO,MASCULINO,24,SIN DATO
LC-2021-0419400,SIN DATO,MASCULINO,35,SIN DATO
LC-2021-0423769,SIN DATO,MASCULINO,25,SIN DATO
LC-2021-0434879,SIN DATO,MASCULINO,59,SIN DATO
LC-2021-0434879,SIN DATO,MASCULINO,31,SIN DATO
LC-2021-0455300,SIN DATO,FEMENINO,23,SIN DATO
LC-2021-0458165,SIN DATO,MASCULINO,66,SIN DATO
LC-2021-0458165,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2021-0476434,MOTO,MASCULINO,47,SIN DATO
LC-2021-0490923,SIN DATO,FEMENINO,55,SIN DATO
LC-2021-0496116,SIN DATO,FEMENINO,35,SIN DATO
LC-2021-0496116,SIN DATO,MASCULINO,27,SIN DATO
LC-2021-0497193,PEATON,SIN DATO,SIN DATO,SIN DATO
LC-2021-0505761,SIN DATO,FEMENINO,28,SIN DATO
LC-2021-0508335,SIN DATO,FEMENINO,81,SIN DATO
LC-2021-0508375,TRANSPORTE PUBLICO,FEMENINO,69,SIN DATO
LC-2021-0510540,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0516430,PEATON,FEMENINO,38,SIN DATO
LC-2021-0522131,MOTO,MASCULINO,27,SIN DATO
LC-2021-0528915,SIN DATO,MASCULINO,27,SIN DATO
LC-2021-0540320,CICLISTA,MASCULINO,29,SIN DATO
LC-2021-0552311,TRANSPORTE PUBLICO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0552311,TRANSPORTE PUBLICO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0552311,TRANSPORTE PUBLICO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0552311,TRANSPORTE PUBLICO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0552311,TRANSPORTE PUBLICO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0552311,TRANSPORTE PUBLICO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0552311,TRANSPORTE PUBLICO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0552311,TRANSPORTE PUBLICO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0558740,CICLISTA,SIN DATO,SIN DATO,SIN DATO
LC-2021-0577042,PEATON,FEMENINO,SIN DATO,SIN DATO
LC-2021-0581698,MOTO,MASCULINO,25,SIN DATO
LC-2021-0592396,MOTO,MASCULINO,26,SIN DATO
LC-2021-0592531,PEATON,FEMENINO,17,SIN DATO
LC-2021-0592674,AUTO,MASCULINO,22,SIN DATO
LC-2021-0595343,AUTO,MASCULINO,43,SIN DATO
LC-2021-0596629,SIN DATO,MASCULINO,31,SIN DATO
LC-2021-0597482,TRANSPORTE PUBLICO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0599884,SIN DATO,FEMENINO,51,SIN DATO
LC-2021-0599884,SIN DATO,MASCULINO,45,SIN DATO
LC-2021-0608115,CICLISTA,MASCULINO,18,SIN DATO
LC-2021-0616493,AUTO,FEMENINO,30,SIN DATO
LC-2021-0617481,PEATON,FEMENINO,57,SIN DATO
LC-2021-0625205,CICLISTA,MASCULINO,34,SIN DATO
LC-2021-0627772,CICLISTA,MASCULINO,27,SIN DATO
LC-2021-0628102,SIN DATO,MASCULINO,65,SIN DATO
LC-2021-0628102,SIN DATO,FEMENINO,59,SIN DATO
LC-2021-0636240,MOTO,MASCULINO,28,SIN DATO
LC-2021-0639716,SIN DATO,MASCULINO,26,SIN DATO
LC-2021-0647410,SIN DATO,MASCULINO,52,SIN DATO
LC-2021-0652921,MOTO,MASCULINO,31,GRAVE
LC-2021-0083006,CICLISTA,MASCULINO,51,SIN DATO
LC-2021-0161044,CICLISTA,FEMENINO,29,SIN DATO
LC-2021-0198494,MOTO,MASCULINO,52,SIN DATO
LC-2021-0208444,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0236593,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0248800,CICLISTA,MASCULINO,52,SIN DATO
LC-2021-0250022,MOTO,MASCULINO,39,SIN DATO
LC-2021-0256808,MOTO,FEMENINO,44,SIN DATO
LC-2021-0269687,SIN DATO,FEMENINO,51,SIN DATO
LC-2021-0297852,PEATON,FEMENINO,65,SIN DATO
LC-2021-0302991,CICLISTA,FEMENINO,20,SIN DATO
LC-2021-0327439,TRANSPORTE PUBLICO,FEMENINO,59,SIN DATO
LC-2021-0343117,TRANSPORTE PUBLICO,MASCULINO,29,SIN DATO
LC-2021-0374548,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0396971,TRANSPORTE PUBLICO,FEMENINO,46,SIN DATO
LC-2021-0403696,AUTO,MASCULINO,58,SIN DATO
LC-2021-0417909,SIN DATO,MASCULINO,18,SIN DATO
LC-2021-0489475,SIN DATO,FEMENINO,51,SIN DATO
LC-2021-0491854,MOTO,MASCULINO,37,SIN DATO
LC-2021-0501166,PEATON,FEMENINO,61,SIN DATO
LC-2021-0517107,SIN DATO,MASCULINO,37,SIN DATO
LC-2021-0535865,SIN DATO,MASCULINO,78,SIN DATO
LC-2021-0624830,SIN DATO,MASCULINO,37,SIN DATO
LC-2021-0631828,SIN DATO,FEMENINO,34,SIN DATO
LC-2021-0638845,SIN DATO,MASCULINO,26,SIN DATO
LC-2021-0643922,SIN DATO,FEMENINO,68,SIN DATO
LC-2021-0649245,SIN DATO,FEMENINO,33,SIN DATO
LC-2021-0064842,MOTO,MASCULINO,34,SIN DATO
LC-2021-0070321,AUTO,FEMENINO,29,SIN DATO
LC-2021-0087642,MOTO,MASCULINO,27,SIN DATO
LC-2021-0092782,SIN DATO,MASCULINO,32,SIN DATO
LC-2021-0100939,CICLISTA,MASCULINO,26,SIN DATO
LC-2021-0189570,MONOPATIN,MASCULINO,30,SIN DATO
LC-2021-0208069,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0210119,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0219052,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0221715,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0232863,SIN DATO,MASCULINO,43,GRAVE
LC-2021-0235635,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2021-0247218,MOTO,MASCULINO,27,SIN DATO
LC-2021-0274648,TRANSPORTE PUBLICO,FEMENINO,43,SIN DATO
LC-2021-0306628,SIN DATO,MASCULINO,48,SIN DATO
LC-2021-0313284,MOTO,FEMENINO,34,SIN DATO
LC-2021-0322299,SIN DATO,MASCULINO,62,SIN DATO
LC-2021-0332492,SIN DATO,MASCULINO,53,SIN DATO
LC-2021-0336046,PEATON,FEMENINO,16,SIN DATO
LC-2021-0349315,MOTO,MASCULINO,22,SIN DATO
LC-2021-0367781,MOTO,MASCULINO,28,SIN DATO
LC-2021-0369295,PEATON,MASCULINO,6,SIN DATO
LC-2021-0376822,AUTO,MASCULINO,52,SIN DATO
LC-2021-0392924,SIN DATO,MASCULINO,74,SIN DATO
LC-2021-0409653,SIN DATO,FEMENINO,29,SIN DATO
LC-2021-0424538,SIN DATO,MASCULINO,48,SIN DATO
LC-2021-0426393,MOTO,FEMENINO,19,GRAVE
LC-2021-0438237,SIN DATO,MASCULINO,57,SIN DATO
LC-2021-0439323,SIN DATO,MASCULINO,57,SIN DATO
LC-2021-0449622,SIN DATO,MASCULINO,28,SIN DATO
LC-2021-0451472,PEATON,FEMENINO,20,SIN DATO
LC-2021-0452544,SIN DATO,FEMENINO,19,SIN DATO
